date,open,high,low,close,adj_close,volume
2000-01-03 00:00:00-05:00,0.09843800216913223,0.09921900182962418,0.09192699939012527,0.09752599895000458,0.08943143486976624,300912000
2000-01-04 00:00:00-05:00,0.09583300352096558,0.09609399735927582,0.09010399878025055,0.09492199867963791,0.08704356849193573,300480000
2000-01-05 00:00:00-05:00,0.09218800067901611,0.09375,0.09049499779939651,0.09179700165987015,0.0841779112815857,188352000
2000-01-06 00:00:00-05:00,0.09179700165987015,0.09179700165987015,0.08229199796915054,0.08580700308084488,0.07868508249521255,120480000
2000-01-07 00:00:00-05:00,0.0854170024394989,0.0881510004401207,0.08411499857902527,0.08724000304937363,0.0799991562962532,71184000
2000-01-10 00:00:00-05:00,0.08749999850988388,0.09375,0.0859379991889,0.09010399878025055,0.08262544870376587,239856000
2000-01-11 00:00:00-05:00,0.08958300203084946,0.09062500298023224,0.0864579975605011,0.0864579975605011,0.07928204536437988,148128000
2000-01-12 00:00:00-05:00,0.0864579975605011,0.08658900111913681,0.08307299762964249,0.0842449963092804,0.07725273072719574,123552000
2000-01-13 00:00:00-05:00,0.08411499857902527,0.08854199945926666,0.08307299762964249,0.08776000142097473,0.08047603070735931,132192000
2000-01-14 00:00:00-05:00,0.08906300365924835,0.09518200159072876,0.08880200237035751,0.09153600037097931,0.08393862843513489,604560000
2000-01-18 00:00:00-05:00,0.09270799905061722,0.09583300352096558,0.08854199945926666,0.0954430028796196,0.08752131462097168,261648000
2000-01-19 00:00:00-05:00,0.09583300352096558,0.09583300352096558,0.09375,0.09453099966049194,0.08668501675128937,164688000
2000-01-20 00:00:00-05:00,0.09531299769878387,0.10052099823951721,0.09348999708890915,0.09427099674940109,0.08644658327102661,179568000
2000-01-21 00:00:00-05:00,0.09401000291109085,0.09440100193023682,0.09088499844074249,0.09322900325059891,0.08549106866121292,544272000
2000-01-24 00:00:00-05:00,0.09622400254011154,0.09622400254011154,0.08854199945926666,0.08906300365924835,0.081670843064785,256944000
2000-01-25 00:00:00-05:00,0.08945299685001373,0.09036500006914139,0.0854170024394989,0.08828099817037582,0.08095375448465347,237120000
2000-01-26 00:00:00-05:00,0.08828099817037582,0.09062500298023224,0.08307299762964249,0.08463499695062637,0.07761037349700928,232464000
2000-01-27 00:00:00-05:00,0.08528599888086319,0.08528599888086319,0.07708299905061722,0.08020800352096558,0.07355079799890518,458208000
2000-01-28 00:00:00-05:00,0.07916700094938278,0.07968799769878387,0.07474000006914139,0.07786499708890915,0.07140226662158966,194448000
2000-01-31 00:00:00-05:00,0.07825499773025513,0.07994800060987473,0.07291699945926666,0.07721400260925293,0.07080529630184174,182400000
2000-02-01 00:00:00-05:00,0.07734400033950806,0.07968799769878387,0.07447899878025055,0.07903599739074707,0.07247606664896011,92976000
2000-02-02 00:00:00-05:00,0.07942699640989304,0.08281300216913223,0.07903599739074707,0.08124999701976776,0.07450629025697708,149040000
2000-02-03 00:00:00-05:00,0.08385399729013443,0.08554700016975403,0.0820309966802597,0.0825520008802414,0.07570026069879532,108240000
